sample_id	chrom	start	end	cn_a	cn_b
sample_39	chrom4	1	2	0	0
sample_39	chrom4	2	3	0	0
sample_39	chrom4	3	4	0	0
sample_39	chrom4	4	5	0	0
sample_39	chrom4	5	6	0	0
sample_39	chrom4	6	7	0	0
sample_39	chrom4	7	8	0	0
sample_39	chrom4	8	9	0	0
sample_39	chrom4	9	10	1	0
sample_40	chrom1	0	1	0	0
sample_40	chrom1	1	2	0	0
sample_40	chrom1	2	3	0	0
sample_40	chrom1	3	4	0	0
sample_40	chrom1	4	5	0	0
sample_40	chrom1	5	6	0	0
sample_40	chrom1	6	7	0	0
sample_40	chrom1	7	8	0	0
sample_40	chrom1	8	9	0	0
sample_40	chrom1	9	10	0	0
sample_40	chrom2	0	1	0	0
sample_40	chrom2	1	2	0	0
sample_40	chrom2	2	3	0	0
sample_40	chrom2	3	4	0	0
sample_40	chrom2	4	5	0	0
sample_40	chrom2	5	6	0	0
sample_40	chrom2	6	7	0	0
sample_40	chrom2	7	8	0	0
sample_40	chrom2	8	9	0	0
sample_40	chrom2	9	10	0	0
sample_40	chrom3	0	1	0	0
sample_40	chrom3	1	2	0	0
sample_40	chrom3	2	3	0	0
sample_40	chrom3	3	4	0	0
sample_40	chrom3	4	5	0	0
sample_40	chrom3	5	6	0	0
sample_40	chrom3	6	7	0	0
sample_40	chrom3	7	8	0	0
sample_40	chrom3	8	9	0	0
sample_40	chrom3	9	10	0	0
sample_40	chrom4	0	1	0	0
sample_40	chrom4	1	2	0	0
sample_40	chrom4	2	3	0	0
sample_40	chrom4	3	4	0	0
sample_40	chrom4	4	5	0	0
sample_40	chrom4	5	6	0	0
sample_40	chrom4	6	7	0	0
sample_40	chrom4	7	8	0	0
sample_40	chrom4	8	9	0	0
sample_40	chrom4	9	10	0	1
sample_41	chrom1	0	1	0	0
sample_41	chrom1	1	2	0	0
sample_41	chrom1	2	3	0	0
sample_41	chrom1	3	4	0	0
sample_41	chrom1	4	5	0	0
sample_41	chrom1	5	6	0	0
sample_41	chrom1	6	7	0	0
sample_41	chrom1	7	8	0	0
sample_41	chrom1	8	9	0	0
sample_41	chrom1	9	10	0	0
sample_41	chrom2	0	1	0	0
sample_41	chrom2	1	2	0	0
sample_41	chrom2	2	3	0	0
sample_41	chrom2	3	4	0	0
sample_41	chrom2	4	5	0	0
sample_41	chrom2	5	6	0	0
sample_41	chrom2	6	7	0	0
sample_41	chrom2	7	8	0	0
sample_41	chrom2	8	9	0	0
sample_41	chrom2	9	10	0	0
sample_41	chrom3	0	1	0	0
sample_41	chrom3	1	2	0	0
sample_41	chrom3	2	3	0	0
sample_41	chrom3	3	4	0	0
sample_41	chrom3	4	5	0	0
sample_41	chrom3	5	6	0	0
sample_41	chrom3	6	7	0	0
sample_41	chrom3	7	8	0	0
sample_41	chrom3	8	9	0	0
sample_41	chrom3	9	10	0	0
sample_41	chrom4	0	1	0	0
sample_41	chrom4	1	2	0	0
sample_41	chrom4	2	3	0	0
sample_41	chrom4	3	4	0	0
sample_41	chrom4	4	5	0	0
sample_41	chrom4	5	6	0	0
sample_41	chrom4	6	7	0	0
sample_41	chrom4	7	8	0	0
sample_41	chrom4	8	9	0	0
sample_41	chrom4	9	10	0	0
sample_42	chrom1	0	1	0	0
sample_42	chrom1	1	2	0	0
sample_42	chrom1	2	3	0	0
sample_42	chrom1	3	4	0	0
sample_42	chrom1	4	5	0	0
sample_42	chrom1	5	6	0	0
sample_42	chrom1	6	7	0	0
sample_42	chrom1	7	8	0	0
sample_42	chrom1	8	9	0	0
sample_42	chrom1	9	10	0	0
sample_42	chrom2	0	1	0	0
sample_42	chrom2	1	2	0	0
sample_42	chrom2	2	3	0	0
sample_42	chrom2	3	4	0	0
sample_42	chrom2	4	5	0	0
sample_42	chrom2	5	6	0	0
sample_42	chrom2	6	7	0	1
sample_42	chrom2	7	8	0	0
sample_42	chrom2	8	9	0	0
sample_42	chrom2	9	10	0	0
sample_42	chrom3	0	1	0	0
sample_42	chrom3	1	2	0	0
sample_42	chrom3	2	3	0	0
sample_42	chrom3	3	4	0	0
sample_42	chrom3	4	5	0	0
sample_42	chrom3	5	6	0	0
sample_42	chrom3	6	7	0	0
sample_42	chrom3	7	8	0	0
sample_42	chrom3	8	9	0	0
sample_42	chrom3	9	10	0	0
sample_42	chrom4	0	1	0	0
sample_42	chrom4	1	2	0	0
sample_42	chrom4	2	3	0	0
sample_42	chrom4	3	4	0	0
sample_42	chrom4	4	5	0	0
sample_42	chrom4	5	6	0	0
sample_42	chrom4	6	7	0	0
sample_42	chrom4	7	8	0	0
sample_42	chrom4	8	9	0	0
sample_42	chrom4	9	10	0	0
sample_43	chrom1	0	1	0	0
sample_43	chrom1	1	2	0	0
sample_43	chrom1	2	3	0	0
sample_43	chrom1	3	4	0	0
sample_43	chrom1	4	5	0	0
sample_43	chrom1	5	6	0	0
sample_43	chrom1	6	7	0	0
sample_43	chrom1	7	8	0	0
sample_43	chrom1	8	9	0	0
sample_43	chrom1	9	10	0	0
sample_43	chrom2	0	1	0	0
sample_43	chrom2	1	2	0	0
sample_43	chrom2	2	3	0	0
sample_43	chrom2	3	4	0	0
sample_43	chrom2	4	5	0	0
sample_43	chrom2	5	6	0	0
sample_43	chrom2	6	7	0	0
sample_43	chrom2	7	8	0	0
sample_43	chrom2	8	9	0	0
sample_43	chrom2	9	10	0	0
sample_43	chrom3	0	1	0	0
sample_43	chrom3	1	2	0	0
sample_43	chrom3	2	3	0	0
sample_43	chrom3	3	4	0	0
sample_43	chrom3	4	5	0	0
sample_43	chrom3	5	6	0	0
sample_43	chrom3	6	7	0	0
sample_43	chrom3	7	8	0	0
sample_43	chrom3	8	9	0	0
sample_43	chrom3	9	10	0	0
sample_43	chrom4	0	1	0	0
sample_43	chrom4	1	2	0	0
sample_43	chrom4	2	3	0	0
sample_43	chrom4	3	4	0	0
sample_43	chrom4	4	5	0	0
sample_43	chrom4	5	6	0	0
sample_43	chrom4	6	7	0	0
sample_43	chrom4	7	8	0	0
sample_43	chrom4	8	9	0	0
sample_43	chrom4	9	10	0	1
sample_44	chrom1	0	1	0	0
sample_44	chrom1	1	2	0	0
sample_44	chrom1	2	3	0	0
sample_44	chrom1	3	4	0	0
sample_44	chrom1	4	5	0	0
sample_44	chrom1	5	6	0	0
sample_44	chrom1	6	7	0	0
sample_44	chrom1	7	8	0	0
sample_44	chrom1	8	9	0	0
sample_44	chrom1	9	10	0	0
sample_44	chrom2	0	1	0	0
sample_44	chrom2	1	2	0	0
sample_44	chrom2	2	3	0	0
sample_44	chrom2	3	4	0	0
sample_44	chrom2	4	5	0	0
sample_44	chrom2	5	6	0	0
sample_44	chrom2	6	7	0	0
sample_44	chrom2	7	8	0	0
sample_44	chrom2	8	9	0	0
sample_44	chrom2	9	10	0	0
sample_44	chrom3	0	1	0	0
sample_44	chrom3	1	2	0	0
sample_44	chrom3	2	3	0	0
sample_44	chrom3	3	4	0	0
sample_44	chrom3	4	5	0	0
sample_44	chrom3	5	6	0	0
sample_44	chrom3	6	7	0	0
sample_44	chrom3	7	8	0	0
sample_44	chrom3	8	9	0	0
sample_44	chrom3	9	10	0	0
sample_44	chrom4	0	1	0	0
sample_44	chrom4	1	2	0	0
sample_44	chrom4	2	3	0	0
sample_44	chrom4	3	4	0	0
sample_44	chrom4	4	5	0	0
sample_44	chrom4	5	6	0	0
sample_44	chrom4	6	7	0	0
sample_44	chrom4	7	8	0	0
sample_44	chrom4	8	9	0	0
sample_44	chrom4	9	10	0	1
sample_45	chrom1	0	1	1	0
sample_45	chrom1	1	2	0	0
sample_45	chrom1	2	3	0	0
sample_45	chrom1	3	4	0	1
sample_45	chrom1	4	5	0	0
sample_45	chrom1	5	6	0	0
sample_45	chrom1	6	7	0	0
sample_45	chrom1	7	8	0	0
sample_45	chrom1	8	9	0	0
sample_45	chrom1	9	10	0	0
sample_45	chrom2	0	1	0	0
sample_45	chrom2	1	2	0	0
sample_45	chrom2	2	3	0	0
sample_45	chrom2	3	4	0	0
sample_45	chrom2	4	5	0	0
sample_45	chrom2	5	6	0	0
sample_45	chrom2	6	7	0	0
sample_45	chrom2	7	8	0	0
sample_45	chrom2	8	9	0	0
sample_45	chrom2	9	10	0	0
sample_45	chrom3	0	1	0	0
sample_45	chrom3	1	2	0	0
sample_45	chrom3	2	3	0	0
sample_45	chrom3	3	4	0	0
sample_45	chrom3	4	5	0	0
sample_45	chrom3	5	6	0	0
sample_45	chrom3	6	7	0	0
sample_45	chrom3	7	8	0	1
sample_45	chrom3	8	9	0	0
sample_45	chrom3	9	10	0	0
sample_45	chrom4	0	1	0	0
sample_45	chrom4	1	2	0	0
sample_45	chrom4	2	3	0	0
sample_45	chrom4	3	4	0	0
sample_45	chrom4	4	5	0	0
sample_45	chrom4	5	6	0	0
sample_45	chrom4	6	7	0	0
sample_45	chrom4	7	8	0	0
sample_45	chrom4	8	9	0	0
sample_45	chrom4	9	10	0	0
sample_46	chrom1	0	1	0	0
sample_46	chrom1	1	2	0	0
sample_46	chrom1	2	3	0	0
sample_46	chrom1	3	4	0	0
sample_46	chrom1	4	5	0	0
sample_46	chrom1	5	6	0	0
sample_46	chrom1	6	7	0	0
sample_46	chrom1	7	8	0	0
sample_46	chrom1	8	9	0	0
sample_46	chrom1	9	10	0	0
sample_46	chrom2	0	1	0	0
sample_46	chrom2	1	2	0	0
sample_46	chrom2	2	3	0	0
sample_46	chrom2	3	4	0	0
sample_46	chrom2	4	5	0	0
sample_46	chrom2	5	6	0	0
sample_46	chrom2	6	7	0	0
sample_46	chrom2	7	8	0	0
sample_46	chrom2	8	9	0	1
sample_46	chrom2	9	10	0	0
sample_46	chrom3	0	1	0	0
sample_46	chrom3	1	2	0	0
sample_46	chrom3	2	3	0	0
sample_46	chrom3	3	4	0	0
sample_46	chrom3	4	5	0	0
sample_46	chrom3	5	6	0	0
sample_46	chrom3	6	7	0	0
sample_46	chrom3	7	8	0	0
sample_46	chrom3	8	9	0	0
sample_46	chrom3	9	10	0	0
sample_46	chrom4	0	1	0	0
sample_46	chrom4	1	2	0	0
sample_46	chrom4	2	3	0	0
sample_46	chrom4	3	4	0	0
sample_46	chrom4	4	5	0	0
sample_46	chrom4	5	6	0	0
sample_46	chrom4	6	7	0	0
sample_46	chrom4	7	8	0	0
sample_46	chrom4	8	9	0	0
sample_46	chrom4	9	10	0	0
sample_47	chrom1	0	1	0	0
sample_47	chrom1	1	2	0	0
sample_47	chrom1	2	3	0	0
sample_47	chrom1	3	4	0	0
sample_47	chrom1	4	5	0	0
sample_47	chrom1	5	6	0	0
sample_47	chrom1	6	7	0	0
sample_47	chrom1	7	8	0	0
sample_47	chrom1	8	9	0	0
sample_47	chrom1	9	10	0	0
sample_47	chrom2	0	1	0	0
sample_47	chrom2	1	2	0	0
sample_47	chrom2	2	3	0	0
sample_47	chrom2	3	4	0	0
sample_47	chrom2	4	5	0	0
sample_47	chrom2	5	6	0	0
sample_47	chrom2	6	7	0	0
sample_47	chrom2	7	8	0	0
sample_47	chrom2	8	9	0	0
sample_47	chrom2	9	10	0	0
sample_47	chrom3	0	1	0	1
sample_47	chrom3	1	2	0	0
sample_47	chrom3	2	3	0	0
sample_47	chrom3	3	4	0	0
sample_47	chrom3	4	5	0	0
sample_47	chrom3	5	6	0	0
sample_47	chrom3	6	7	0	0
sample_47	chrom3	7	8	0	0
sample_47	chrom3	8	9	0	0
sample_47	chrom3	9	10	0	0
sample_47	chrom4	0	1	0	0
sample_47	chrom4	1	2	0	0
sample_47	chrom4	2	3	0	0
sample_47	chrom4	3	4	0	0
sample_47	chrom4	4	5	0	0
sample_47	chrom4	5	6	0	0
sample_47	chrom4	6	7	0	0
sample_47	chrom4	7	8	0	0
sample_47	chrom4	8	9	0	0
sample_47	chrom4	9	10	0	1
sample_48	chrom1	0	1	0	0
sample_48	chrom1	1	2	0	0
sample_48	chrom1	2	3	0	0
sample_48	chrom1	3	4	0	0
sample_48	chrom1	4	5	0	0
sample_48	chrom1	5	6	0	0
sample_48	chrom1	6	7	0	0
sample_48	chrom1	7	8	0	0
sample_48	chrom1	8	9	0	0
sample_48	chrom1	9	10	0	0
sample_48	chrom2	0	1	0	0
sample_48	chrom2	1	2	0	0
sample_48	chrom2	2	3	0	0
sample_48	chrom2	3	4	0	0
sample_48	chrom2	4	5	0	0
sample_48	chrom2	5	6	0	0
sample_48	chrom2	6	7	0	0
sample_48	chrom2	7	8	0	0
sample_48	chrom2	8	9	0	0
sample_48	chrom2	9	10	0	0
sample_48	chrom3	0	1	0	0
sample_48	chrom3	1	2	1	0
sample_48	chrom3	2	3	0	0
sample_48	chrom3	3	4	0	0
sample_48	chrom3	4	5	0	0
sample_48	chrom3	5	6	0	0
sample_48	chrom3	6	7	0	0
sample_48	chrom3	7	8	0	0
sample_48	chrom3	8	9	0	0
sample_48	chrom3	9	10	0	0
sample_48	chrom4	0	1	0	0
sample_48	chrom4	1	2	0	0
sample_48	chrom4	2	3	0	0
sample_48	chrom4	3	4	0	0
sample_48	chrom4	4	5	0	0
sample_48	chrom4	5	6	0	0
sample_48	chrom4	6	7	0	0
sample_48	chrom4	7	8	0	0
sample_48	chrom4	8	9	0	0
sample_48	chrom4	9	10	0	0
sample_49	chrom1	0	1	0	0
sample_49	chrom1	1	2	0	0
sample_49	chrom1	2	3	0	0
sample_49	chrom1	3	4	0	0
sample_49	chrom1	4	5	0	0
sample_49	chrom1	5	6	0	0
sample_49	chrom1	6	7	0	0
sample_49	chrom1	7	8	0	0
sample_49	chrom1	8	9	0	0
sample_49	chrom1	9	10	0	0
sample_49	chrom2	0	1	0	0
sample_49	chrom2	1	2	0	0
sample_49	chrom2	2	3	0	0
sample_49	chrom2	3	4	0	0
sample_49	chrom2	4	5	0	0
sample_49	chrom2	5	6	0	0
sample_49	chrom2	6	7	0	0
sample_49	chrom2	7	8	0	0
sample_49	chrom2	8	9	0	0
sample_49	chrom2	9	10	0	0
sample_49	chrom3	0	1	0	0
sample_49	chrom3	1	2	0	0
sample_49	chrom3	2	3	0	0
sample_49	chrom3	3	4	0	0
sample_49	chrom3	4	5	0	0
sample_49	chrom3	5	6	0	0
sample_49	chrom3	6	7	0	0
sample_49	chrom3	7	8	0	0
sample_49	chrom3	8	9	0	0
sample_49	chrom3	9	10	0	0
sample_49	chrom4	0	1	0	0
sample_49	chrom4	1	2	0	0
sample_49	chrom4	2	3	0	0
sample_49	chrom4	3	4	0	0
sample_49	chrom4	4	5	0	0
sample_49	chrom4	5	6	0	0
sample_49	chrom4	6	7	0	0
sample_49	chrom4	7	8	0	0
sample_49	chrom4	8	9	0	0
sample_49	chrom4	9	10	0	0
sample_50	chrom1	0	1	0	0
sample_50	chrom1	1	2	0	0
sample_50	chrom1	2	3	0	0
sample_50	chrom1	3	4	0	0
sample_50	chrom1	4	5	0	0
sample_50	chrom1	5	6	0	0
sample_50	chrom1	6	7	0	0
sample_50	chrom1	7	8	0	0
sample_50	chrom1	8	9	0	0
sample_50	chrom1	9	10	0	0
sample_50	chrom2	0	1	0	0
sample_50	chrom2	1	2	0	0
sample_50	chrom2	2	3	0	0
sample_50	chrom2	3	4	0	0
sample_50	chrom2	4	5	0	0
sample_50	chrom2	5	6	0	0
sample_50	chrom2	6	7	0	0
sample_50	chrom2	7	8	0	0
sample_50	chrom2	8	9	0	0
sample_50	chrom2	9	10	0	0
sample_50	chrom3	0	1	0	0
sample_50	chrom3	1	2	0	0
sample_50	chrom3	2	3	0	0
sample_50	chrom3	3	4	0	0
sample_50	chrom3	4	5	0	0
sample_50	chrom3	5	6	0	0
sample_50	chrom3	6	7	0	0
sample_50	chrom3	7	8	0	0
sample_50	chrom3	8	9	0	0
sample_50	chrom3	9	10	0	0
sample_50	chrom4	0	1	0	0
sample_50	chrom4	1	2	0	0
sample_50	chrom4	2	3	0	0
sample_50	chrom4	3	4	0	0
sample_50	chrom4	4	5	0	0
sample_50	chrom4	5	6	0	0
sample_50	chrom4	6	7	0	0
sample_50	chrom4	7	8	0	0
sample_50	chrom4	8	9	0	0
sample_50	chrom4	9	10	0	0
sample_51	chrom1	0	1	0	0
sample_51	chrom1	1	2	0	0
sample_51	chrom1	2	3	0	0
sample_51	chrom1	3	4	0	0
sample_51	chrom1	4	5	0	0
sample_51	chrom1	5	6	0	0
sample_51	chrom1	6	7	0	0
sample_51	chrom1	7	8	0	0
sample_51	chrom1	8	9	0	0
sample_51	chrom1	9	10	0	0
sample_51	chrom2	0	1	0	0
sample_51	chrom2	1	2	0	0
sample_51	chrom2	2	3	0	0
sample_51	chrom2	3	4	0	0
sample_51	chrom2	4	5	0	0
sample_51	chrom2	5	6	0	0
sample_51	chrom2	6	7	0	0
sample_51	chrom2	7	8	0	0
sample_51	chrom2	8	9	0	0
sample_51	chrom2	9	10	0	0
sample_51	chrom3	0	1	0	0
sample_51	chrom3	1	2	0	0
sample_51	chrom3	2	3	0	0
sample_51	chrom3	3	4	0	0
sample_51	chrom3	4	5	0	0
sample_51	chrom3	5	6	0	0
sample_51	chrom3	6	7	0	0
sample_51	chrom3	7	8	0	0
sample_51	chrom3	8	9	0	0
sample_51	chrom3	9	10	0	0
sample_51	chrom4	0	1	0	0
sample_51	chrom4	1	2	0	0
sample_51	chrom4	2	3	0	1
sample_51	chrom4	3	4	0	0
sample_51	chrom4	4	5	0	0
sample_51	chrom4	5	6	0	0
sample_51	chrom4	6	7	0	0
sample_51	chrom4	7	8	0	0
sample_51	chrom4	8	9	0	0
sample_51	chrom4	9	10	0	1
sample_52	chrom1	0	1	0	0
sample_52	chrom1	1	2	0	0
sample_52	chrom1	2	3	0	0
sample_52	chrom1	3	4	0	0
sample_52	chrom1	4	5	0	0
sample_52	chrom1	5	6	0	1
sample_52	chrom1	6	7	0	0
sample_52	chrom1	7	8	0	0
sample_52	chrom1	8	9	0	0
sample_52	chrom1	9	10	0	0
sample_52	chrom2	0	1	0	0
sample_52	chrom2	1	2	0	0
sample_52	chrom2	2	3	0	0
sample_52	chrom2	3	4	0	0
sample_52	chrom2	4	5	0	0
sample_52	chrom2	5	6	0	0
sample_52	chrom2	6	7	0	0
sample_52	chrom2	7	8	0	0
sample_52	chrom2	8	9	0	0
sample_52	chrom2	9	10	0	0
sample_52	chrom3	0	1	0	0
sample_52	chrom3	1	2	0	0
sample_52	chrom3	2	3	0	0
sample_52	chrom3	3	4	0	0
sample_52	chrom3	4	5	0	0
sample_52	chrom3	5	6	0	0
sample_52	chrom3	6	7	0	0
sample_52	chrom3	7	8	0	0
sample_52	chrom3	8	9	0	0
sample_52	chrom3	9	10	0	0
sample_52	chrom4	0	1	0	0
sample_52	chrom4	1	2	0	0
sample_52	chrom4	2	3	0	0
sample_52	chrom4	3	4	0	0
sample_52	chrom4	4	5	0	0
sample_52	chrom4	5	6	0	0
sample_52	chrom4	6	7	0	0
sample_52	chrom4	7	8	0	0
sample_52	chrom4	8	9	0	0
sample_52	chrom4	9	10	0	0
sample_53	chrom1	0	1	0	0
sample_53	chrom1	1	2	0	0
sample_53	chrom1	2	3	0	0
sample_53	chrom1	3	4	0	0
sample_53	chrom1	4	5	0	0
sample_53	chrom1	5	6	0	0
sample_53	chrom1	6	7	0	0
sample_53	chrom1	7	8	0	0
sample_53	chrom1	8	9	0	0
sample_53	chrom1	9	10	0	0
sample_53	chrom2	0	1	0	0
sample_53	chrom2	1	2	0	0
sample_53	chrom2	2	3	0	0
sample_53	chrom2	3	4	0	0
sample_53	chrom2	4	5	0	0
sample_53	chrom2	5	6	0	0
sample_53	chrom2	6	7	0	1
sample_53	chrom2	7	8	0	0
sample_53	chrom2	8	9	0	0
sample_53	chrom2	9	10	0	0
sample_53	chrom3	0	1	0	0
sample_53	chrom3	1	2	0	0
sample_53	chrom3	2	3	0	0
sample_53	chrom3	3	4	0	0
sample_53	chrom3	4	5	0	0
sample_53	chrom3	5	6	0	0
sample_53	chrom3	6	7	0	0
sample_53	chrom3	7	8	0	0
sample_53	chrom3	8	9	0	0
sample_53	chrom3	9	10	0	0
sample_53	chrom4	0	1	0	0
sample_53	chrom4	1	2	0	0
sample_53	chrom4	2	3	0	0
sample_53	chrom4	3	4	0	0
sample_53	chrom4	4	5	0	0
sample_53	chrom4	5	6	0	0
sample_53	chrom4	6	7	0	0
sample_53	chrom4	7	8	0	0
sample_53	chrom4	8	9	0	0
sample_53	chrom4	9	10	0	0
sample_54	chrom1	0	1	0	0
sample_54	chrom1	1	2	0	0
sample_54	chrom1	2	3	0	0
sample_54	chrom1	3	4	0	0
sample_54	chrom1	4	5	0	0
sample_54	chrom1	5	6	0	0
sample_54	chrom1	6	7	0	0
sample_54	chrom1	7	8	0	1
sample_54	chrom1	8	9	0	0
sample_54	chrom1	9	10	0	0
sample_54	chrom2	0	1	0	0
sample_54	chrom2	1	2	0	0
sample_54	chrom2	2	3	0	0
sample_54	chrom2	3	4	0	0
sample_54	chrom2	4	5	0	0
sample_54	chrom2	5	6	0	0
sample_54	chrom2	6	7	0	0
sample_54	chrom2	7	8	0	0
sample_54	chrom2	8	9	0	0
sample_54	chrom2	9	10	0	0
sample_54	chrom3	0	1	0	0
sample_54	chrom3	1	2	0	0
sample_54	chrom3	2	3	0	0
sample_54	chrom3	3	4	0	0
sample_54	chrom3	4	5	0	0
sample_54	chrom3	5	6	0	0
sample_54	chrom3	6	7	0	0
sample_54	chrom3	7	8	0	0
sample_54	chrom3	8	9	0	0
sample_54	chrom3	9	10	0	0
sample_54	chrom4	0	1	0	0
sample_54	chrom4	1	2	0	0
sample_54	chrom4	2	3	0	0
sample_54	chrom4	3	4	0	0
sample_54	chrom4	4	5	0	0
sample_54	chrom4	5	6	0	0
sample_54	chrom4	6	7	0	0
sample_54	chrom4	7	8	0	0
sample_54	chrom4	8	9	0	0
sample_54	chrom4	9	10	0	0
sample_55	chrom1	0	1	0	0
sample_55	chrom1	1	2	0	0
sample_55	chrom1	2	3	0	1
sample_55	chrom1	3	4	0	0
sample_55	chrom1	4	5	0	0
sample_55	chrom1	5	6	0	0
sample_55	chrom1	6	7	0	0
sample_55	chrom1	7	8	0	0
sample_55	chrom1	8	9	0	0
sample_55	chrom1	9	10	0	0
sample_55	chrom2	0	1	0	0
sample_55	chrom2	1	2	0	0
sample_55	chrom2	2	3	0	0
sample_55	chrom2	3	4	0	0
sample_55	chrom2	4	5	0	0
sample_55	chrom2	5	6	0	0
sample_55	chrom2	6	7	0	0
sample_55	chrom2	7	8	0	0
sample_55	chrom2	8	9	0	0
sample_55	chrom2	9	10	0	0
sample_55	chrom3	0	1	0	0
sample_55	chrom3	1	2	0	0
sample_55	chrom3	2	3	0	0
sample_55	chrom3	3	4	0	0
sample_55	chrom3	4	5	0	0
sample_55	chrom3	5	6	0	0
sample_55	chrom3	6	7	0	0
sample_55	chrom3	7	8	0	0
sample_55	chrom3	8	9	0	0
sample_55	chrom3	9	10	0	0
sample_55	chrom4	0	1	0	0
sample_55	chrom4	1	2	0	0
sample_55	chrom4	2	3	0	0
sample_55	chrom4	3	4	0	0
sample_55	chrom4	4	5	0	0
sample_55	chrom4	5	6	0	0
sample_55	chrom4	6	7	0	0
sample_55	chrom4	7	8	0	0
sample_55	chrom4	8	9	0	0
sample_55	chrom4	9	10	0	1
sample_56	chrom1	0	1	0	0
sample_56	chrom1	1	2	0	0
sample_56	chrom1	2	3	0	0
sample_56	chrom1	3	4	0	0
sample_56	chrom1	4	5	0	0
sample_56	chrom1	5	6	0	0
sample_56	chrom1	6	7	0	0
sample_56	chrom1	7	8	0	0
sample_56	chrom1	8	9	0	0
sample_56	chrom1	9	10	0	0
sample_56	chrom2	0	1	0	0
sample_56	chrom2	1	2	0	0
sample_56	chrom2	2	3	0	0
sample_56	chrom2	3	4	0	0
sample_56	chrom2	4	5	0	0
sample_56	chrom2	5	6	0	0
sample_56	chrom2	6	7	0	0
sample_56	chrom2	7	8	0	0
sample_56	chrom2	8	9	0	0
sample_56	chrom2	9	10	0	0
sample_56	chrom3	0	1	0	0
sample_56	chrom3	1	2	0	0
sample_56	chrom3	2	3	0	0
sample_56	chrom3	3	4	0	0
sample_56	chrom3	4	5	0	0
sample_56	chrom3	5	6	0	0
sample_56	chrom3	6	7	0	0
sample_56	chrom3	7	8	0	0
sample_56	chrom3	8	9	0	0
sample_56	chrom3	9	10	0	0
sample_56	chrom4	0	1	0	0
sample_56	chrom4	1	2	0	0
sample_56	chrom4	2	3	0	0
sample_56	chrom4	3	4	0	0
sample_56	chrom4	4	5	0	0
sample_56	chrom4	5	6	0	0
sample_56	chrom4	6	7	0	0
sample_56	chrom4	7	8	0	0
sample_56	chrom4	8	9	0	0
sample_56	chrom4	9	10	0	1
sample_57	chrom1	0	1	0	0
sample_57	chrom1	1	2	0	0
sample_57	chrom1	2	3	0	0
sample_57	chrom1	3	4	0	0
sample_57	chrom1	4	5	0	0
sample_57	chrom1	5	6	0	0
sample_57	chrom1	6	7	0	0
sample_57	chrom1	7	8	0	0
sample_57	chrom1	8	9	0	0
sample_57	chrom1	9	10	0	0
sample_57	chrom2	0	1	0	0
sample_57	chrom2	1	2	0	0
sample_57	chrom2	2	3	0	0
sample_57	chrom2	3	4	0	0
sample_57	chrom2	4	5	0	0
sample_57	chrom2	5	6	0	0
sample_57	chrom2	6	7	0	0
sample_57	chrom2	7	8	0	0
sample_57	chrom2	8	9	0	0
sample_57	chrom2	9	10	0	0
sample_57	chrom3	0	1	0	0
sample_57	chrom3	1	2	0	0
sample_57	chrom3	2	3	0	0
sample_57	chrom3	3	4	0	0
sample_57	chrom3	4	5	0	0
sample_57	chrom3	5	6	0	0
sample_57	chrom3	6	7	0	0
sample_57	chrom3	7	8	0	0
sample_57	chrom3	8	9	0	0
sample_57	chrom3	9	10	0	0
sample_57	chrom4	0	1	0	0
sample_57	chrom4	1	2	0	0
sample_57	chrom4	2	3	0	0
sample_57	chrom4	3	4	0	0
sample_57	chrom4	4	5	0	0
sample_57	chrom4	5	6	0	0
sample_57	chrom4	6	7	0	0
sample_57	chrom4	7	8	0	0
sample_57	chrom4	8	9	0	0
sample_57	chrom4	9	10	0	1
sample_58	chrom1	0	1	1	0
sample_58	chrom1	1	2	0	0
sample_58	chrom1	2	3	0	0
sample_58	chrom1	3	4	0	0
sample_58	chrom1	4	5	0	0
sample_58	chrom1	5	6	0	0
sample_58	chrom1	6	7	0	0
sample_58	chrom1	7	8	0	0
sample_58	chrom1	8	9	0	0
sample_58	chrom1	9	10	0	0
sample_58	chrom2	0	1	0	0
sample_58	chrom2	1	2	0	0
sample_58	chrom2	2	3	0	0
sample_58	chrom2	3	4	0	0
sample_58	chrom2	4	5	0	0
sample_58	chrom2	5	6	0	0
sample_58	chrom2	6	7	0	0
sample_58	chrom2	7	8	0	0
sample_58	chrom2	8	9	0	0
sample_58	chrom2	9	10	0	0
sample_58	chrom3	0	1	0	0
sample_58	chrom3	1	2	0	0
sample_58	chrom3	2	3	0	0
sample_58	chrom3	3	4	0	0
sample_58	chrom3	4	5	0	0
sample_58	chrom3	5	6	0	0
sample_58	chrom3	6	7	0	0
sample_58	chrom3	7	8	0	1
sample_58	chrom3	8	9	0	0
sample_58	chrom3	9	10	0	0
sample_58	chrom4	0	1	0	0
sample_58	chrom4	1	2	0	0
sample_58	chrom4	2	3	0	0
sample_58	chrom4	3	4	0	0
sample_58	chrom4	4	5	0	0
sample_58	chrom4	5	6	0	0
sample_58	chrom4	6	7	0	0
sample_58	chrom4	7	8	0	0
sample_58	chrom4	8	9	0	0
sample_58	chrom4	9	10	0	0
sample_59	chrom1	0	1	0	0
sample_59	chrom1	1	2	0	0
sample_59	chrom1	2	3	0	0
sample_59	chrom1	3	4	0	0
sample_59	chrom1	4	5	0	0
sample_59	chrom1	5	6	0	0
sample_59	chrom1	6	7	0	0
